element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,1,"=""""","=""5369.618""","=""""","=""6.88e+05""",D+,"=""104615.470""","=""106477.800""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5376.10""","=""""","=""1.42e+04""",C,"=""105008.55""","=""106868.635""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5381.923""","=""""","=""4.92e+02""",B,"=""97805.840""","=""99663.912""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",,"=""T5714n""","=""""",
N,1,"=""""","=""5383.328""","=""""","=""2.57e+03""",B,"=""97805.840""","=""99663.427""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",,"=""T5714n""","=""""",
N,1,"=""""","=""5402.383""","=""""","=""8.43e+04""",C,"=""105017.600""","=""106868.635""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5406.688""","=""""","=""1.08e+05""",C,"=""110470.244""","=""112319.805""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5414.258""","=""""","=""1.19e+05""",C,"=""110447.032""","=""112294.007""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5483.148""","=""""","=""3.23e+05""",D+,"=""104654.030""","=""106477.800""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5499.98""","=""""","=""2.17e+04""",C,"=""104996.27""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5502.545""","=""""","=""5.52e+05""",D+,"=""110035.720""","=""111853.061""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5537.38""","=""""","=""5.23e+04""",C,"=""105008.55""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5550.083""","=""""","=""6.45e+05""",D+,"=""110103.834""","=""111905.609""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5565.267""","=""""","=""1.71e+04""",C,"=""105017.600""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5574.24""","=""""","=""2.24e+04""",C,"=""104984.37""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5611.46""","=""""","=""3.51e+04""",C,"=""104996.27""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5635.8""","=""""","=""4.33e+04""",C,"=""104984.37""","=""106758.731""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5650.4""","=""""","=""3.01e+04""",C,"=""105008.55""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5664.09""","=""""","=""1.14e+05""",C,"=""111143.567""","=""112909.076""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5673.9""","=""""","=""4.24e+04""",C,"=""104996.27""","=""106758.731""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5678.8""","=""""","=""2.26e+05""",C,"=""111143.567""","=""112904.5""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5716.81""","=""""","=""9.84e+04""",D+,"=""110103.834""","=""111853.061""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5725.21""","=""""","=""1.09e+06""",D+,"=""111060.905""","=""112807.567""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5729.11""","=""""","=""1.03e+05""",C,"=""111165.158""","=""112910.630""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5734.21""","=""""","=""1.76e+05""",C,"=""111165.158""","=""112909.076""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5746.71""","=""""","=""1.07e+06""",D+,"=""111060.905""","=""112801.031""","=""2s2.2p2.(3P).5p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5749.3""","=""""","=""2.18e+05""",C,"=""111165.158""","=""112904.5""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5771.88""","=""""","=""1.15e+06""",C,"=""111213.271""","=""112945.809""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5786.34""","=""""","=""9.51e+05""",C,"=""111198.848""","=""112927.055""","=""2s2.2p2.(3P).5p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5791.4""","=""""","=""7.09e+04""",D+,"=""111143.567""","=""112870.27""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5835.04""","=""""","=""1.86e+05""",C,"=""111213.271""","=""112927.055""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5858.01""","=""""","=""5.88e+04""",C,"=""111204.016""","=""112911.079""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5859.56""","=""""","=""2.36e+05""",C,"=""111204.016""","=""112910.630""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5864.7""","=""""","=""6.83e+04""",D+,"=""111165.158""","=""112870.27""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5864.90""","=""""","=""1.44e+05""",C,"=""111204.016""","=""112909.076""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5901.6""","=""""","=""6.70e+03""",D+,"=""111143.567""","=""112838.02""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5920.19""","=""""","=""1.64e+05""",D+,"=""109812.233""","=""111501.368""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5932.95""","=""""","=""1.69e+05""",D+,"=""110220.107""","=""111905.609""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5977.8""","=""""","=""4.13e+04""",D+,"=""111165.158""","=""112838.02""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6026.63""","=""""","=""2.52e+03""",D+,"=""111165.158""","=""112824.459""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6059.85""","=""""","=""3.19e+05""",C,"=""111260.873""","=""112911.079""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6061.50""","=""""","=""7.07e+04""",C,"=""111260.873""","=""112910.630""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6079.59""","=""""","=""3.02e+05""",D+,"=""109856.520""","=""111501.368""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6106.94""","=""""","=""5.00e+05""",C,"=""111271.596""","=""112909.076""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6119.9""","=""""","=""7.57e+04""",D+,"=""111204.016""","=""112838.02""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6123.87""","=""""","=""2.56e+04""",D+,"=""110220.107""","=""111853.061""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6124.1""","=""""","=""9.93e+05""",C,"=""111271.596""","=""112904.5""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6153.90""","=""""","=""8.22e+05""",C,"=""111285.644""","=""112910.630""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6159.79""","=""""","=""6.24e+05""",C,"=""111285.644""","=""112909.076""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6171.15""","=""""","=""2.11e+04""",D+,"=""111204.016""","=""112824.459""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6175.49""","=""""","=""2.18e+04""",C,"=""110286.305""","=""111905.609""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6177.2""","=""""","=""1.93e+05""",C,"=""111285.644""","=""112904.5""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6186.59""","=""""","=""1.06e+06""",C,"=""111143.567""","=""112759.966""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6216.13""","=""""","=""7.82e+04""",D+,"=""111198.848""","=""112807.567""","=""2s2.2p2.(3P).5p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6219.38""","=""""","=""1.22e+05""",D+,"=""110245.183""","=""111853.061""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6241.48""","=""""","=""1.93e+04""",D+,"=""111198.848""","=""112801.031""","=""2s2.2p2.(3P).5p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6248.15""","=""""","=""1.47e+06""",C,"=""111260.873""","=""112861.348""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""9/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6255.2""","=""""","=""7.42e+04""",D+,"=""111271.596""","=""112870.27""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6268.94""","=""""","=""1.09e+06""",C,"=""111165.158""","=""112760.325""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6270.35""","=""""","=""4.08e+05""",C,"=""111165.158""","=""112759.966""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6272.36""","=""""","=""3.81e+04""",D+,"=""111213.271""","=""112807.567""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6274.67""","=""""","=""1.25e+06""",C,"=""111204.016""","=""112797.725""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""7/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""6297.9""","=""""","=""1.09e+03""",C+,"=""210239.83""","=""211827.67""","=""2s2.2p.4d""","=""3D*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""6298.18""","=""""","=""9.40e+04""",D+,"=""111213.271""","=""112801.031""","=""2s2.2p2.(3P).5p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6310.6""","=""""","=""3.62e+05""",D+,"=""111285.644""","=""112870.27""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6312.01""","=""""","=""1.09e+06""",C,"=""111326.798""","=""112911.079""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6313.80""","=""""","=""3.26e+05""",C,"=""111326.798""","=""112910.630""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,5,"=""""","=""6313.9""","=""""","=""5.46e+05""",B,"=""731425.4""","=""[733009.2]""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T3127LS""","=""""",
N,1,"=""""","=""6320.00""","=""""","=""5.42e+04""",C,"=""111326.798""","=""112909.076""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,5,"=""""","=""6337.5""","=""""","=""5.40e+05""",B,"=""731425.4""","=""[733003.3]""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T3127LS""","=""""",
N,1,"=""""","=""6350.39""","=""""","=""3.98e+05""",D+,"=""109926.661""","=""111501.368""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6382.61""","=""""","=""4.15e+05""",C,"=""110286.305""","=""111853.061""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6384.0""","=""""","=""1.75e+05""",D+,"=""111271.596""","=""112838.02""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6395.55""","=""""","=""8.42e+04""",D+,"=""111260.873""","=""112824.459""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""6403.6""","=""""","=""1.56e+04""",C+,"=""210266.04""","=""211827.67""","=""2s2.2p.4d""","=""3D*""","=""2""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""6425.46""","=""""","=""3.29e+05""",C,"=""111204.016""","=""112760.325""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6426.94""","=""""","=""2.70e+04""",C,"=""111204.016""","=""112759.966""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6441.7""","=""""","=""5.44e+04""",D+,"=""111285.644""","=""112838.02""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6480.26""","=""""","=""3.77e+05""",C,"=""110362.462""","=""111905.609""","=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""6495.1""","=""""","=""2.49e+04""",C+,"=""210239.83""","=""211779.45""","=""2s2.2p.4d""","=""3D*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",,"=""T5520LS""","=""""",
N,1,"=""""","=""6498.51""","=""""","=""1.19e+05""",D+,"=""111285.644""","=""112824.459""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6506.81""","=""""","=""1.86e+05""",C,"=""111260.873""","=""112797.725""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""7/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""6553.1""","=""""","=""8.15e+04""",C+,"=""210301.68""","=""211827.67""","=""2s2.2p.4d""","=""3D*""","=""3""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""6607.6""","=""""","=""7.09e+04""",C+,"=""210266.04""","=""211779.45""","=""2s2.2p.4d""","=""3D*""","=""2""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",,"=""T5520LS""","=""""",
N,1,"=""""","=""6617.2""","=""""","=""1.69e+05""",D+,"=""111326.798""","=""112838.02""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""6624.6""","=""""","=""9.39e+04""",C+,"=""210239.83""","=""211749.35""","=""2s2.2p.4d""","=""3D*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""0""",,"=""T5520LS""","=""""",
N,1,"=""""","=""6669.10""","=""""","=""1.17e+04""",C,"=""111260.873""","=""112760.325""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6677.08""","=""""","=""2.56e+05""",D+,"=""111326.798""","=""112824.459""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6786.97""","=""""","=""4.57e+05""",D+,"=""109812.233""","=""111285.644""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6801.43""","=""""","=""3.27e+05""",D+,"=""109856.520""","=""111326.798""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6852.30""","=""""","=""1.78e+05""",D+,"=""109812.233""","=""111271.596""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6856.00""","=""""","=""4.62e+03""",C,"=""110447.032""","=""111905.609""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6966.87""","=""""","=""6.17e+04""",C,"=""110470.244""","=""111905.609""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""6997.29""","=""""","=""1.34e+05""",D+,"=""109856.520""","=""111285.644""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,6,"=""""","=""7042""","=""""","=""4.13e+04""",A,"=""4294670""","=""4296090""","=""1s.5d""","=""1D""","=""2""","=""1s.5p""","=""1P*""","=""1""",,"=""T5997""","=""""",
N,1,"=""""","=""7066.76""","=""""","=""8.10e+05""",D+,"=""109856.520""","=""111271.596""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""1/2""",,"=""u18,LS""","=""""",
N,5,"=""""","=""7080.6""","=""""","=""9.04e+04""",A,"=""678300.4""","=""[679712.7]""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
N,1,"=""""","=""7112.23""","=""""","=""5.59e+04""",C,"=""110447.032""","=""111853.061""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,5,"=""""","=""7137.2""","=""""","=""1.06e+05""",A,"=""678316.5""","=""679717.6""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
N,1,"=""""","=""7142.16""","=""""","=""6.59e+05""",D+,"=""109926.661""","=""111326.798""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""5/2""",,"=""u18,LS""","=""""",
N,5,"=""""","=""7162.3""","=""""","=""1.75e+04""",A,"=""678316.5""","=""[679712.7]""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
N,1,"=""""","=""7231.61""","=""""","=""5.91e+03""",C,"=""110470.244""","=""111853.061""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""7305.1""","=""""","=""7.26e+05""",D+,"=""111501.368""","=""112870.27""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""7358.44""","=""""","=""3.87e+05""",D+,"=""109926.661""","=""111285.644""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""7391.39""","=""""","=""3.11e+05""",D+,"=""109812.233""","=""111165.158""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""7421.17""","=""""","=""5.16e+05""",D+,"=""109856.520""","=""111204.016""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""7481.4""","=""""","=""6.76e+05""",D+,"=""111501.368""","=""112838.02""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""7495.06""","=""""","=""7.15e+05""",D+,"=""109926.661""","=""111260.873""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""7511.26""","=""""","=""5.92e+05""",D+,"=""109812.233""","=""111143.567""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
