element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,2,"=""""","=""486.1969""","=""""","=""4.35e+05""",C+,"=""223785.51""","=""244353.31""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5P""","=""3""",,"=""T5520LS""","=""""",
N,3,"=""""","=""486.263""","=""""","=""5.32e+07""",B,"=""309753.5""","=""330318.5""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""486.848""","=""""","=""1.73e+07""",B,"=""309691.8""","=""330232.1""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""486.851""","=""486.853""","=""150""","=""6.18e+07""",B,"=""309849.8""","=""330389.9""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""487.446""","=""""","=""2.38e+06""",B,"=""297264.4""","=""317779.5""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""487.496""","=""""","=""1.50e+07""",B,"=""309753.5""","=""330266.5""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""487.593""","=""""","=""2.17e+03""",B+,"=""166582.45""","=""187091.37""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""1D*""","=""2""",,"=""T7333""","=""""",
N,3,"=""""","=""488.203""","=""""","=""3.94e+05""",B,"=""297264.4""","=""317747.7""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""488.315""","=""""","=""1.22e+06""",B,"=""309753.5""","=""330232.1""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""488.551""","=""""","=""8.71e+06""",B,"=""309849.8""","=""330318.5""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""",,"=""T7192LS""","=""""",
N,2,"=""489.648""","=""489.6483""","=""285""","=""3.04e+06""",D,"=""144187.94""","=""164610.76""","=""2s.2p3""","=""1D*""","=""2""","=""2s2.2p.3p""","=""1P""","=""1""",,"=""T7333""","=""L3513""",
N,3,"=""""","=""489.795""","=""""","=""5.86e+05""",B,"=""309849.8""","=""330266.5""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""489.850""","=""""","=""4.29e+06""",B,"=""317747.7""","=""338162.1""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.5p""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""489.890""","=""""","=""5.61e+02""",D,"=""166678.64""","=""187091.37""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""1D*""","=""2""",,"=""T7333""","=""""",
N,3,"=""""","=""490.047""","=""""","=""4.29e+07""",B,"=""317747.7""","=""338153.9""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.5p""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""490.615""","=""""","=""3.85e+07""",B,"=""317779.5""","=""338162.1""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.5p""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""491.631""","=""491.6312""","=""160""","=""8.08e+05""",B,"=""86137.350""","=""106477.800""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""T5475n""","=""L3513""",
N,1,"=""493.650""","=""493.6494""","=""210""","=""1.76e+06""",B,"=""86220.510""","=""106477.800""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""T5475n""","=""L3513""",
N,5,"=""494.594""","=""""","=""200w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4829""",
N,1,"=""495.161""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,1,"=""496.537""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,2,"=""498.876""","=""498.8768""","=""285""","=""6.98e+07""",B+,"=""168892.21""","=""188937.24""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3P*""","=""0""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""499.2636""","=""""","=""3.54e+07""",C+,"=""205597.97""","=""225627.47""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""499.575""","=""499.5754""","=""450""","=""2.62e+07""",C+,"=""205654.22""","=""225671.22""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""",,"=""T5520LS""","=""L3513""",
N,2,"=""""","=""499.5764""","=""""","=""7.11e+07""",B+,"=""168892.21""","=""188909.17""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3P*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""499.8618""","=""""","=""1.96e+07""",C+,"=""205597.97""","=""225603.50""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""500.2529""","=""""","=""9.65e+07""",A,"=""166521.69""","=""186511.58""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.3d""","=""3F*""","=""2""",,"=""T7333""","=""""",
N,2,"=""500.288""","=""500.2869""","=""650""","=""1.04e+08""",A,"=""166582.45""","=""186570.98""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3F*""","=""3""",,"=""T7333""","=""L3513""",
N,2,"=""500.410""","=""500.4098""","=""360""","=""8.33e+06""",B,"=""148908.59""","=""168892.21""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.3p""","=""3S""","=""1""",,"=""T7333""","=""L3513""",
N,2,"=""500.655""","=""500.6546""","=""870""","=""1.14e+08""",A,"=""166678.64""","=""186652.49""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""3F*""","=""4""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""500.6696""","=""""","=""6.51e+06""",C+,"=""205654.22""","=""225627.47""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""500.872""","=""500.8725""","=""550""","=""7.43e+07""",B+,"=""168892.21""","=""188857.37""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3P*""","=""2""",,"=""T7333""","=""L3513""",
N,2,"=""501.202""","=""501.2019""","=""450""","=""2.10e+07""",B,"=""148940.17""","=""168892.21""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3S""","=""1""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""501.2712""","=""""","=""5.84e+07""",C+,"=""205654.22""","=""225603.50""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""501.3433""","=""""","=""5.19e+07""",C+,"=""205724.81""","=""225671.22""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""501.779""","=""501.7781""","=""360""","=""1.59e+07""",A,"=""166582.45""","=""186511.58""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3F*""","=""2""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""502.3475""","=""""","=""1.09e+06""",C+,"=""203162.48""","=""223069.02""","=""2s2.2p.4p""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""502.4454""","=""""","=""3.61e+07""",C+,"=""205724.81""","=""225627.47""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""502.706""","=""502.7061""","=""360""","=""1.04e+07""",A,"=""166678.64""","=""186570.98""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""3F*""","=""3""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""503.0184""","=""""","=""3.27e+06""",C+,"=""203189.03""","=""223069.02""","=""2s2.2p.4p""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",,"=""T5520LS""","=""""",
N,3,"=""""","=""503.236""","=""""","=""1.91e+06""",C+,"=""368514.4""","=""388385.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""503.971""","=""""","=""9.49e+05""",C+,"=""368514.4""","=""388356.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""504.2117""","=""""","=""3.65e+05""",A,"=""166678.64""","=""186511.58""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""3F*""","=""2""",,"=""T7333""","=""""",
N,2,"=""504.651""","=""504.6506""","=""550""","=""3.37e+07""",B,"=""149076.52""","=""168892.21""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3S""","=""1""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""504.7945""","=""""","=""5.39e+06""",C+,"=""203258.98""","=""223069.02""","=""2s2.2p.4p""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",,"=""T5520LS""","=""""",
N,3,"=""""","=""504.859""","=""""","=""3.78e+05""",C+,"=""368578.3""","=""388385.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""505.600""","=""""","=""1.20e+06""",C+,"=""368578.3""","=""388356.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""506.817""","=""""","=""1.57e+06""",C+,"=""368578.3""","=""388309.3""","=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T7192LS""","=""""",
N,5,"=""""","=""506.845""","=""""","=""4.10e+06""",A,"=""713279.3""","=""[733009.2]""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
N,5,"=""""","=""506.901""","=""""","=""3.69e+07""",A,"=""713281.5""","=""[733009.2]""","=""1s2.6d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
N,5,"=""""","=""506.997""","=""""","=""4.09e+07""",A,"=""713279.3""","=""[733003.3]""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
N,2,"=""""","=""507.5006""","=""""","=""2.43e+06""",B,"=""149187.80""","=""168892.21""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3S""","=""1""",,"=""T7333""","=""""",
N,3,"=""""","=""508.634""","=""""","=""1.11e+05""",C,"=""368696.3""","=""388356.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""509.866""","=""""","=""6.60e+05""",C+,"=""368696.3""","=""388309.3""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""510.5868""","=""""","=""1.01e+07""",C,"=""178273.38""","=""197858.69""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.4s""","=""1P*""","=""1""",,"=""T5520,T6385""","=""""",
N,3,"=""""","=""510.817""","=""""","=""2.19e+06""",C+,"=""368696.3""","=""388272.8""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""511.5710""","=""""","=""3.88e+04""",B,"=""170572.61""","=""190120.24""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.3d""","=""1P*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""512.496""","=""""","=""5.69e+03""",B,"=""170607.89""","=""190120.24""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""1P*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""514.033""","=""""","=""3.34e+03""",C,"=""170666.23""","=""190120.24""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""1P*""","=""1""",,"=""T7333""","=""""",
N,3,"=""""","=""516.142""","=""""","=""4.32e+04""",B,"=""342691.5""","=""362066""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""516.142""","=""""","=""7.20e+03""",C,"=""342691.5""","=""362066""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""516.9489""","=""""","=""3.06e+07""",C+,"=""225603.50""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.1596""","=""""","=""6.54e+07""",C+,"=""225603.50""","=""244939.89""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.2706""","=""""","=""8.71e+07""",C+,"=""225603.50""","=""244935.74""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""0""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.2910""","=""""","=""5.81e+07""",C+,"=""225627.47""","=""244958.95""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.3785""","=""""","=""6.01e+07""",C+,"=""223658.55""","=""242986.76""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""","=""2s.2p2.(4P).3d""","=""5F""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.4414""","=""""","=""5.01e+07""",C+,"=""223643.30""","=""242969.16""","=""2s.2p2.(4P).3p""","=""5D*""","=""0""","=""2s.2p2.(4P).3d""","=""5F""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.4826""","=""""","=""7.36e+07""",C+,"=""223688.45""","=""243012.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5F""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.5903""","=""""","=""5.07e+07""",C+,"=""225627.47""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.7331""","=""""","=""8.93e+07""",C+,"=""223731.59""","=""243046.56""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5F""","=""4""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.8015""","=""""","=""2.17e+07""",C+,"=""225627.47""","=""244939.89""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""517.8500""","=""""","=""5.00e+07""",C+,"=""223658.55""","=""242969.16""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""","=""2s.2p2.(4P).3d""","=""5F""","=""1""",,"=""T5520LS""","=""""",
N,3,"=""""","=""518.041""","=""""","=""3.56e+04""",C+,"=""342762.5""","=""362066""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""","=""2s2.7d""","=""2D""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""518.0786""","=""""","=""8.67e+07""",C+,"=""225671.22""","=""244973.31""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""4""",,"=""T5520LS""","=""""",
N,2,"=""""","=""518.0963""","=""""","=""1.07e+08""",C+,"=""223785.51""","=""243086.94""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5F""","=""5""",,"=""T5520LS""","=""""",
N,2,"=""""","=""518.1801""","=""""","=""4.28e+07""",C+,"=""223688.45""","=""242986.76""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5F""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""518.4643""","=""""","=""2.88e+07""",C+,"=""225671.22""","=""244958.95""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""518.6405""","=""""","=""3.20e+07""",C+,"=""223731.59""","=""243012.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5F""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""518.6531""","=""""","=""7.11e+06""",C+,"=""223688.45""","=""242969.16""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5F""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""518.7650""","=""""","=""5.76e+06""",C+,"=""225671.22""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""519.1825""","=""""","=""1.77e+07""",C+,"=""223785.51""","=""243046.56""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5F""","=""4""",,"=""T5520LS""","=""""",
N,2,"=""""","=""519.3410""","=""""","=""4.25e+06""",C+,"=""223731.59""","=""242986.76""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5F""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""519.9349""","=""""","=""1.60e-05""",B,"=""0.000""","=""19233.177""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""3/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""519.9349""","=""""","=""4.34e-06""",B,"=""0.000""","=""19233.177""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""3/2""",E2,"=""T7370""","=""""",
N,2,"=""""","=""520.0949""","=""""","=""1.51e+06""",C+,"=""223785.51""","=""243012.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5F""","=""3""",,"=""T5520LS""","=""""",
N,1,"=""""","=""520.1285""","=""""","=""1.87e+06""",D+,"=""93581.550""","=""112807.567""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""520.1705""","=""""","=""9.71e-07""",B,"=""0.000""","=""19224.464""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""5/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""520.1705""","=""""","=""6.59e-06""",B,"=""0.000""","=""19224.464""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""5/2""",E2,"=""T7370""","=""""",
N,4,"=""""","=""520.186""","=""""","=""2.67e+07""",B,"=""465371.0""","=""484594.9""","=""1s2.2p.(2P*).3s""","=""3P*""","=""1""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""",,"=""T5633LS""","=""""",
N,1,"=""""","=""520.3054""","=""""","=""1.87e+06""",D+,"=""93581.550""","=""112801.031""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,4,"=""""","=""520.573""","=""""","=""3.55e+07""",B,"=""465536.6""","=""484746.2""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3D""","=""3""",,"=""T5633LS""","=""""",
N,4,"=""""","=""520.660""","=""""","=""1.97e+07""",B,"=""465291.8""","=""484498.2""","=""1s2.2p.(2P*).3s""","=""3P*""","=""0""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""522.816""","=""""","=""1.46e+07""",B,"=""465371.0""","=""484498.2""","=""1s2.2p.(2P*).3s""","=""3P*""","=""1""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,2,"=""""","=""523.963""","=""""","=""3.16e+03""",B,"=""155126.73""","=""174212.03""","=""2s.2p3""","=""3S*""","=""1""","=""2s2.2p.3p""","=""1D""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""524.2316""","=""""","=""6.20e+05""",B,"=""202170.63""","=""221246.17""","=""2s2.2p.4p""","=""1P""","=""1""","=""2s2.2p.5d""","=""1P*""","=""1""",,"=""T5520""","=""""",
N,4,"=""""","=""524.706""","=""""","=""8.66e+06""",B,"=""465536.6""","=""484594.9""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""",,"=""T5633LS""","=""""",
N,3,"=""""","=""526.233""","=""""","=""2.80e+06""",B,"=""317293.6""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""526.399""","=""""","=""3.38e+07""",B,"=""377577.9""","=""396574.9""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""527.051""","=""""","=""4.04e+07""",B,"=""377611.3""","=""396584.8""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""527.204""","=""""","=""6.95e+06""",B,"=""317293.6""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""527.326""","=""""","=""6.72e+06""",B,"=""377611.3""","=""396574.9""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",,"=""T7192LS""","=""""",
N,5,"=""""","=""527.365""","=""""","=""4.71e+07""",A,"=""712463.2""","=""731425.4""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
N,4,"=""""","=""527.382""","=""""","=""9.48e+05""",B,"=""465536.6""","=""484498.2""","=""1s2.2p.(2P*).3s""","=""3P*""","=""2""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,3,"=""""","=""527.415""","=""""","=""1.39e+07""",B,"=""317336.2""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,5,"=""""","=""527.627""","=""""","=""9.41e+07""",A,"=""712472.6""","=""731425.4""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
N,1,"=""528.267""","=""528.2673""","=""185""","=""2.45e+05""",C,"=""88107.260""","=""107037.069""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""T5475""","=""L3513""",
N,3,"=""""","=""528.390""","=""""","=""2.21e+06""",B,"=""317336.2""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""528.972""","=""""","=""3.22e+06""",B,"=""499705.9""","=""518610.5""","=""1s2.2p.(2P*<3/2>).3p""","=""1D""","=""2""","=""1s2.2p.(2P*<3/2>).3d""","=""1P*""","=""1""",,"=""T5633""","=""""",
N,1,"=""529.415""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,3,"=""""","=""529.922""","=""""","=""4.93e+06""",B,"=""317336.2""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""530.043""","=""""","=""7.38e+06""",B,"=""317395.2""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""530.8250""","=""""","=""2.20e+04""",D,"=""186511.58""","=""205350.18""","=""2s2.2p.3d""","=""3F*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T6385""","=""""",
N,1,"=""""","=""531.187""","=""""","=""9.40e+04""",D+,"=""96750.840""","=""115576.6""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""531.4903""","=""""","=""1.41e+07""",C+,"=""225603.50""","=""244418.52""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5P""","=""1""",,"=""T5520LS""","=""""",
N,3,"=""531.583""","=""531.584""","=""90""","=""1.14e+07""",B,"=""317395.2""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T7192LS""","=""L3513""",
